post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score,user name ,followers
960,Instagram,text,2023-12-10 16:30,Loving this new vibe! 😍,"#InstaDaily, #Beauty, #Photography",3885,137,88,23,3,16,Sunday,positive,bduckerqn,42228
961,Twitter,image,2023-09-05 16:30,Just another day.,"#Politics, #Tech",2427,97,29,17,2,16,Tuesday,neutral,ljuppeqo,36844
962,Instagram,video,2023-02-03 12:15,Not my best day. 😞,"#Fitness, #Travel, #Beauty",5000,366,34,18,3,12,Friday,negative,hbilverstoneqp,4004
963,Instagram,video,2023-08-14 19:30,Just another day.,"#Fashion, #Photography, #Travel",4475,336,551,17,3,19,Monday,neutral,jjephcottqq,21418
964,Instagram,image,2023-11-22 16:00,Just another day.,"#Fashion, #Tech",1886,214,82,17,2,16,Wednesday,neutral,mboatmanqr,29160
965,Twitter,text,2023-11-01 14:30,Amazing experience! 🌟,"#Tech, #News",1519,28,431,21,2,14,Wednesday,positive,mpridgeonqs,18307
966,Facebook,video,2023-01-18 13:15,Could be better.,"#Community, #Friends",1340,263,379,16,2,13,Wednesday,negative,klethbyqt,41253
967,Twitter,carousel,2023-10-19 04:00,Just another day.,#Sports,1741,199,211,17,1,4,Thursday,neutral,callnattqu,13714
968,Instagram,text,2023-05-20 00:30,Just another day.,"#Tech, #Fashion",1861,286,571,17,2,0,Saturday,neutral,kcoldbatheqv,38758
969,Facebook,text,2023-12-24 18:30,Loving this new vibe! 😍,"#Friends, #Social, #Family",4063,229,349,23,3,18,Sunday,positive,gchaulkqw,42125
970,Facebook,poll,2023-03-14 19:00,Not my best day. 😞,#Social,1807,445,956,18,1,19,Tuesday,negative,mpotteqx,21959
971,Twitter,poll,2023-05-06 13:30,Here's a quick update.,"#News, #Trending",170,106,251,22,2,13,Saturday,neutral,grachuigqy,4109
972,Instagram,carousel,2023-06-04 06:15,Feeling down today.,#Fashion,214,233,651,19,1,6,Sunday,negative,vwadelingqz,33200
973,Instagram,text,2023-11-26 19:00,Best day ever! 🎉,#Fitness,180,156,427,16,1,19,Sunday,positive,aandrzejewskir0,34240
974,Facebook,video,2023-12-14 01:15,Just another day.,"#Family, #Marketing, #Community",2895,180,875,17,3,1,Thursday,neutral,pconnaughtonr1,32391
975,Facebook,image,2023-06-13 00:45,Exciting news! 🚀,"#Social, #Community",3874,109,908,16,2,0,Tuesday,positive,rhellikesr2,10545
976,Facebook,carousel,2023-02-03 16:15,Best day ever! 🎉,"#Family, #Friends",3896,67,100,16,2,16,Friday,positive,tshirtr3,45283
977,Twitter,poll,2023-03-16 06:30,What do you think?,"#Memes, #Politics",866,182,76,18,2,6,Thursday,neutral,fgilstonr4,20161
978,Twitter,carousel,2023-10-30 10:00,Amazing experience! 🌟,#Trending,1315,185,459,21,1,10,Monday,positive,bhaggartyr5,24223
979,Facebook,text,2023-08-04 02:45,"New post, check it out!",#Events,169,200,609,23,1,2,Friday,neutral,kruler6,46931
980,Instagram,video,2023-08-22 13:45,Not my best day. 😞,#Beauty,5000,286,369,18,1,13,Tuesday,negative,ikeyworthr7,3511
981,Facebook,image,2023-05-12 14:45,Disappointed but moving on.,"#Family, #Social",260,333,763,27,2,14,Friday,negative,adreigherr8,43944
982,Facebook,image,2023-07-24 01:15,Exciting news! 🚀,#Marketing,2746,314,641,16,1,1,Monday,positive,paseyr9,35113
983,Twitter,text,2023-07-17 15:00,Just another day.,"#News, #Sports",910,42,372,17,2,15,Monday,neutral,dadolfra,6215
984,Facebook,video,2023-06-20 08:15,Loving this new vibe! 😍,#Social,4823,156,881,23,1,8,Tuesday,positive,nsimkorb,45481
985,Twitter,text,2023-11-29 16:15,Feeling down today.,#Entertainment,1017,102,435,19,1,16,Wednesday,negative,hroskrugerc,47079
986,Instagram,poll,2023-04-05 23:15,Could be better.,"#Photography, #Tech, #Travel",1930,306,52,16,3,23,Wednesday,negative,rgagerrd,5584
987,Instagram,poll,2023-06-13 06:00,Here's a quick update.,"#Fashion, #Tech",4769,129,247,22,2,6,Tuesday,neutral,cwingfieldre,12447
988,Facebook,poll,2023-12-07 22:45,Just another day.,#Family,3789,32,446,17,1,22,Thursday,neutral,gshortorf,5960
989,Twitter,text,2023-04-19 01:00,What do you think?,"#Entertainment, #Trending",1036,64,307,18,2,1,Wednesday,neutral,fsansomerg,16400
990,Instagram,text,2023-06-24 00:30,"New post, check it out!","#Tech, #Foodie",1754,411,996,23,2,0,Saturday,neutral,npinnijarrh,32489
991,Twitter,carousel,2023-10-30 05:45,Disappointed but moving on.,"#Memes, #Tech",2857,73,219,27,2,5,Monday,negative,yjagiellori,25943
992,Twitter,image,2023-08-24 07:00,Feeling down today.,#Tech,103,125,289,19,1,7,Thursday,negative,bbeneditrj,19431
993,Facebook,poll,2023-09-29 16:45,Not my best day. 😞,"#Friends, #Marketing",2899,464,271,18,2,16,Friday,negative,wgooderickrk,5696
994,Instagram,text,2023-09-28 03:45,Loving this new vibe! 😍,#Foodie,1696,388,925,23,1,3,Thursday,positive,djarrettrl,7118
995,Facebook,carousel,2023-11-11 17:15,Just another day.,"#Friends, #Family",1592,500,223,17,2,17,Saturday,neutral,smarcomberm,42287
996,Instagram,video,2023-04-25 07:15,Not my best day. 😞,"#Beauty, #Travel, #Tech",5000,338,420,18,3,7,Tuesday,negative,asimicrn,29602
997,Twitter,image,2023-09-09 07:30,Could be better.,"#Tech, #Sports, #Entertainment",880,90,45,16,3,7,Saturday,negative,hpleavinro,10870
998,Instagram,video,2023-08-18 23:15,Feeling down today.,#Photography,5000,263,274,19,1,23,Friday,negative,zguietrp,20634
999,Facebook,text,2023-10-05 00:15,Best day ever! 🎉,#Friends,1075,46,21,16,1,0,Thursday,positive,ewalkingshawrq,48310
1000,Twitter,poll,2023-09-11 21:15,Here's a quick update.,"#Trending, #Sports",485,195,173,22,2,21,Monday,neutral,myairrr,41363
